CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
1502,31,Female,Single,Not Graduate,Self-Employed,14661,3916,246,360,1,Rural,0.7551626016260162,
1503,49,Male,Married,Graduate,Salaried,11247,6694,270,300,1,Semiurban,0.6644814814814815,
1504,56,Female,Single,Not Graduate,Self-Employed,8213,7643,140,180,1,Rural,1.1325714285714286,
1505,45,Female,Married,Graduate,Salaried,5707,2873,460,360,1,Rural,0.1865217391304348,
1506,41,Female,Married,Graduate,Self-Employed,12724,3346,57,240,1,Semiurban,2.819298245614035,
1507,56,Female,Married,Graduate,Salaried,8641,6231,81,300,1,Semiurban,1.8360493827160491,
1508,30,Male,Married,Not Graduate,Salaried,10152,5842,369,360,0,Semiurban,0.4334417344173442,
1509,57,Female,Married,Graduate,Salaried,10578,7024,443,180,1,Urban,0.3973363431151241,
1510,29,Male,Single,Not Graduate,Salaried,13225,3148,318,300,0,Urban,0.514874213836478,
1511,44,Male,Single,Not Graduate,Salaried,5436,3148,240,360,1,Semiurban,0.3576666666666667,
1512,55,Female,Single,Not Graduate,Self-Employed,10807,1465,398,360,0,Urban,0.3083417085427136,
1513,55,Male,Married,Not Graduate,Self-Employed,2575,2587,212,360,1,Semiurban,0.2434905660377358,
1514,56,Female,Married,Not Graduate,Self-Employed,5376,244,110,120,1,Urban,0.5109090909090909,
1515,38,Female,Married,Graduate,Salaried,6115,2625,487,240,0,Rural,0.1794661190965092,
1516,59,Male,Married,Not Graduate,Self-Employed,14599,3849,313,300,1,Urban,0.5893929712460064,
1517,52,Male,Single,Not Graduate,Salaried,8765,1405,334,300,0,Urban,0.3044910179640718,
1518,44,Male,Single,Not Graduate,Salaried,7879,981,144,300,1,Rural,0.6152777777777778,
1519,43,Male,Married,Not Graduate,Salaried,11616,6860,90,360,1,Semiurban,2.052888888888889,
1520,52,Female,Married,Not Graduate,Self-Employed,10618,7737,463,240,1,Urban,0.3964362850971922,
1521,57,Female,Married,Graduate,Salaried,6152,5832,198,180,1,Urban,0.6052525252525253,
1522,32,Female,Single,Graduate,Self-Employed,8292,3808,253,300,1,Rural,0.4782608695652174,
1523,33,Male,Single,Not Graduate,Self-Employed,11973,141,316,240,1,Rural,0.3833544303797468,
1524,43,Male,Single,Graduate,Salaried,10747,892,51,240,1,Rural,2.282156862745098,
1525,45,Male,Married,Graduate,Salaried,8956,5487,227,120,1,Rural,0.6362555066079295,
1526,55,Female,Married,Not Graduate,Self-Employed,6174,7251,474,300,1,Semiurban,0.2832278481012658,
1527,61,Male,Single,Graduate,Self-Employed,2041,7310,243,360,1,Urban,0.3848148148148148,
1528,50,Female,Married,Not Graduate,Self-Employed,3661,2399,436,240,1,Urban,0.1389908256880734,
1529,37,Male,Single,Graduate,Self-Employed,3751,4640,385,240,0,Urban,0.2179480519480519,
1530,40,Female,Married,Graduate,Self-Employed,10744,2960,484,180,1,Urban,0.2831404958677685,
1531,45,Female,Single,Graduate,Self-Employed,6069,2199,245,120,1,Semiurban,0.337469387755102,
1532,42,Male,Married,Not Graduate,Salaried,4244,7325,392,240,1,Urban,0.2951275510204081,
1533,33,Male,Single,Graduate,Self-Employed,13561,1469,298,240,0,Semiurban,0.5043624161073825,
1534,39,Female,Single,Graduate,Self-Employed,14692,2700,261,360,1,Semiurban,0.666360153256705,
1535,56,Female,Single,Not Graduate,Self-Employed,7541,3005,202,360,0,Rural,0.5220792079207921,
1536,32,Male,Single,Not Graduate,Self-Employed,14173,4858,207,180,1,Rural,0.9193719806763284,
1537,61,Male,Single,Graduate,Salaried,13849,3374,411,180,1,Urban,0.4190510948905109,
1538,39,Female,Single,Not Graduate,Salaried,14302,4719,188,180,1,Semiurban,1.011755319148936,
1539,32,Male,Married,Graduate,Self-Employed,14217,655,270,360,1,Rural,0.5508148148148149,
1540,29,Female,Married,Graduate,Self-Employed,6175,6593,322,360,1,Semiurban,0.3965217391304347,
1541,27,Female,Married,Not Graduate,Self-Employed,3060,2768,203,120,1,Rural,0.2870935960591133,
1542,48,Male,Single,Not Graduate,Salaried,13454,5343,298,300,1,Semiurban,0.6307718120805369,
1543,34,Male,Single,Not Graduate,Salaried,2664,42,328,300,1,Urban,0.0825,
1544,51,Male,Married,Graduate,Salaried,6919,2311,489,120,1,Urban,0.1887525562372188,
1545,39,Male,Single,Not Graduate,Salaried,4222,7923,485,300,1,Semiurban,0.2504123711340206,
1546,36,Male,Single,Graduate,Salaried,12050,5122,353,360,1,Rural,0.4864589235127479,
1547,25,Female,Single,Not Graduate,Salaried,1970,1660,325,300,1,Rural,0.1116923076923076,
1548,55,Female,Single,Graduate,Self-Employed,11108,5387,51,360,0,Urban,3.234313725490196,
1549,32,Male,Single,Not Graduate,Salaried,2968,4691,137,120,1,Urban,0.559051094890511,
1550,45,Male,Married,Graduate,Salaried,9425,7183,336,180,1,Urban,0.4942857142857143,
1551,41,Male,Married,Not Graduate,Self-Employed,2308,7501,460,120,1,Rural,0.2132391304347826,
1552,56,Female,Married,Graduate,Salaried,9863,7631,179,300,0,Rural,0.97731843575419,
1553,43,Male,Married,Not Graduate,Self-Employed,8219,7226,127,360,1,Urban,1.216141732283465,
1554,36,Male,Married,Not Graduate,Salaried,13818,5108,309,300,1,Semiurban,0.6124919093851132,
1555,59,Female,Single,Graduate,Self-Employed,13834,2224,290,300,1,Rural,0.5537241379310345,
1556,62,Female,Single,Not Graduate,Self-Employed,13917,2110,190,180,1,Urban,0.8435263157894737,
1557,59,Male,Single,Graduate,Self-Employed,12091,957,277,300,1,Semiurban,0.4710469314079422,
1558,34,Male,Single,Graduate,Self-Employed,6573,7146,212,180,1,Rural,0.647122641509434,
1559,51,Male,Married,Not Graduate,Self-Employed,9512,560,285,360,0,Semiurban,0.3534035087719298,
1560,25,Female,Married,Graduate,Salaried,3145,1330,177,360,1,Semiurban,0.2528248587570621,
1561,55,Male,Married,Not Graduate,Salaried,9749,7413,249,180,0,Rural,0.6892369477911646,
1562,43,Male,Single,Not Graduate,Self-Employed,2629,1312,499,120,1,Urban,0.0789779559118236,
1563,49,Male,Married,Graduate,Self-Employed,2853,1821,439,360,0,Semiurban,0.1064692482915717,
1564,63,Female,Single,Not Graduate,Self-Employed,2267,3002,80,120,1,Urban,0.658625,
1565,31,Female,Married,Graduate,Salaried,5395,3403,187,360,0,Rural,0.4704812834224599,
1566,38,Male,Married,Graduate,Self-Employed,10374,5646,70,360,1,Semiurban,2.2885714285714287,
1567,32,Male,Single,Not Graduate,Self-Employed,4954,4945,283,240,0,Semiurban,0.3497879858657244,
1568,29,Female,Single,Not Graduate,Self-Employed,11700,5374,251,300,1,Semiurban,0.6802390438247012,
1569,30,Female,Married,Graduate,Self-Employed,8829,2651,328,300,1,Semiurban,0.35,
1570,64,Female,Married,Graduate,Salaried,12834,5629,180,120,0,Semiurban,1.0257222222222222,
1571,37,Female,Single,Not Graduate,Self-Employed,3290,1814,465,300,1,Rural,0.109763440860215,
1572,58,Female,Married,Not Graduate,Self-Employed,11169,1741,197,120,1,Semiurban,0.6553299492385787,
1573,27,Female,Married,Not Graduate,Salaried,2385,4701,78,360,0,Rural,0.9084615384615384,
1574,33,Female,Single,Not Graduate,Self-Employed,9234,3808,410,240,0,Urban,0.3180975609756097,
1575,60,Female,Married,Graduate,Self-Employed,5406,7980,357,240,1,Rural,0.3749579831932773,
1576,62,Female,Single,Not Graduate,Salaried,5992,2877,420,360,0,Semiurban,0.2111666666666666,
1577,29,Male,Married,Graduate,Salaried,11230,5582,479,180,0,Urban,0.3509812108559499,
1578,47,Male,Single,Graduate,Salaried,3573,3270,211,180,1,Rural,0.3243127962085308,
1579,22,Male,Married,Not Graduate,Self-Employed,1812,5390,406,300,1,Rural,0.1773891625615763,
1580,25,Female,Single,Graduate,Self-Employed,7769,4083,389,120,1,Rural,0.3046786632390745,
1581,49,Male,Married,Not Graduate,Salaried,6817,745,110,240,0,Semiurban,0.6874545454545454,
1582,57,Female,Single,Graduate,Salaried,2310,557,174,300,1,Semiurban,0.1647701149425287,
1583,58,Female,Married,Not Graduate,Salaried,11927,6207,120,360,1,Rural,1.5111666666666668,
1584,39,Male,Married,Graduate,Self-Employed,8341,3301,375,240,1,Rural,0.3104533333333333,
1585,28,Female,Married,Graduate,Self-Employed,12549,941,444,120,0,Urban,0.3038288288288288,
1586,21,Male,Married,Not Graduate,Salaried,12455,4023,413,120,1,Semiurban,0.3989830508474576,
1587,42,Male,Married,Not Graduate,Self-Employed,3532,2296,292,180,1,Semiurban,0.1995890410958904,
1588,37,Male,Married,Graduate,Salaried,11199,5365,298,300,1,Urban,0.5558389261744966,
1589,27,Female,Married,Graduate,Self-Employed,14237,939,270,360,1,Rural,0.5620740740740741,
1590,45,Male,Married,Not Graduate,Self-Employed,12262,1610,496,240,1,Rural,0.2796774193548387,
1591,24,Female,Married,Graduate,Self-Employed,11586,6300,70,120,0,Urban,2.555142857142857,
1592,56,Male,Single,Not Graduate,Self-Employed,8629,6878,436,240,1,Rural,0.3556651376146789,
1593,26,Male,Single,Graduate,Salaried,4205,1725,131,360,1,Rural,0.4526717557251908,
1594,51,Male,Married,Not Graduate,Self-Employed,10288,984,393,240,1,Urban,0.2868193384223919,
1595,39,Female,Single,Graduate,Self-Employed,3647,1587,416,300,1,Urban,0.1258173076923077,
1596,64,Female,Married,Not Graduate,Salaried,2115,4021,59,180,0,Urban,1.04,
1597,59,Female,Married,Not Graduate,Self-Employed,2447,7255,460,240,1,Rural,0.2109130434782608,
1598,47,Male,Single,Graduate,Salaried,7177,1336,61,180,1,Urban,1.3955737704918032,
1599,30,Male,Married,Not Graduate,Salaried,6151,5970,312,360,1,Rural,0.3884935897435897,
1600,46,Female,Married,Graduate,Self-Employed,14065,3137,194,180,1,Semiurban,0.886701030927835,
1601,39,Female,Single,Not Graduate,Self-Employed,13456,661,498,240,1,Semiurban,0.2834738955823293,
1602,59,Female,Single,Not Graduate,Salaried,9366,7187,241,240,0,Urban,0.6868464730290457,
1603,23,Female,Married,Not Graduate,Salaried,3513,32,299,120,1,Rural,0.118561872909699,
1604,33,Female,Single,Graduate,Salaried,5197,5912,163,240,1,Rural,0.6815337423312884,
1605,48,Female,Single,Not Graduate,Self-Employed,1990,6701,75,180,1,Rural,1.1588,
1606,40,Male,Married,Graduate,Salaried,5850,6216,320,120,0,Urban,0.3770625,
1607,48,Female,Single,Not Graduate,Salaried,3928,5985,82,240,1,Rural,1.2089024390243903,
1608,28,Male,Single,Graduate,Salaried,6487,6968,111,240,1,Rural,1.212162162162162,
1609,61,Male,Married,Graduate,Self-Employed,10233,3414,278,360,0,Rural,0.4908992805755395,
1610,59,Female,Single,Graduate,Salaried,10979,1156,352,120,1,Semiurban,0.3447443181818181,
1611,21,Female,Single,Not Graduate,Self-Employed,11325,3126,144,360,1,Rural,1.0035416666666668,
1612,23,Male,Married,Graduate,Self-Employed,6420,60,84,360,1,Semiurban,0.7714285714285715,
1613,33,Female,Married,Not Graduate,Salaried,4426,3928,242,360,1,Rural,0.3452066115702479,
1614,48,Female,Married,Graduate,Self-Employed,11044,1543,125,300,1,Rural,1.00696,
1615,45,Male,Single,Graduate,Salaried,8782,271,428,360,1,Rural,0.211518691588785,
1616,53,Male,Married,Graduate,Self-Employed,5876,6389,298,180,1,Semiurban,0.4115771812080537,
1617,58,Male,Married,Graduate,Self-Employed,10990,5295,132,240,1,Rural,1.2337121212121211,
1618,26,Female,Single,Not Graduate,Salaried,6368,4076,74,300,0,Urban,1.4113513513513514,
1619,64,Male,Married,Graduate,Salaried,8486,6771,106,360,1,Rural,1.4393396226415094,
1620,52,Female,Married,Graduate,Salaried,8362,3388,81,240,1,Semiurban,1.4506172839506173,
1621,41,Male,Married,Not Graduate,Self-Employed,13659,5902,368,120,1,Semiurban,0.5315489130434783,
1622,36,Male,Married,Graduate,Self-Employed,5923,2752,61,120,0,Urban,1.4221311475409837,
1623,41,Male,Single,Graduate,Salaried,11950,2709,368,240,0,Urban,0.3983423913043478,
1624,31,Female,Married,Graduate,Salaried,8370,1154,382,180,1,Urban,0.2493193717277486,
1625,57,Female,Married,Graduate,Self-Employed,14710,5221,141,240,1,Semiurban,1.4135460992907802,
1626,56,Male,Single,Not Graduate,Self-Employed,14339,4405,50,240,1,Rural,3.7488,
1627,55,Male,Married,Not Graduate,Self-Employed,9659,3853,484,300,1,Rural,0.2791735537190082,
1628,39,Male,Single,Graduate,Salaried,3573,5411,375,120,1,Urban,0.2395733333333333,
1629,40,Female,Single,Not Graduate,Self-Employed,7670,1745,185,120,1,Urban,0.5089189189189189,
1630,38,Male,Single,Not Graduate,Salaried,2201,6638,245,360,0,Rural,0.3607755102040816,
1631,61,Female,Married,Graduate,Self-Employed,11611,3432,182,240,1,Urban,0.8265384615384616,
1632,34,Male,Single,Not Graduate,Self-Employed,9613,337,135,240,1,Rural,0.737037037037037,
1633,35,Male,Single,Graduate,Salaried,8325,6722,344,180,1,Rural,0.4374127906976744,
1634,51,Male,Single,Not Graduate,Salaried,12152,9,328,120,1,Rural,0.3707621951219512,
1635,21,Male,Married,Not Graduate,Salaried,13954,4144,373,180,1,Rural,0.485201072386059,
1636,23,Male,Married,Not Graduate,Self-Employed,9367,5606,229,300,1,Semiurban,0.6538427947598253,
1637,36,Male,Married,Graduate,Self-Employed,5764,6766,53,360,1,Rural,2.3641509433962264,
1638,43,Female,Married,Not Graduate,Self-Employed,9468,5440,175,180,1,Urban,0.8518857142857142,
1639,31,Male,Married,Graduate,Salaried,9646,730,224,120,1,Urban,0.4632142857142857,
1640,32,Female,Married,Graduate,Self-Employed,14016,7736,300,300,0,Urban,0.7250666666666666,
1641,30,Male,Married,Not Graduate,Salaried,9276,4890,70,240,0,Urban,2.0237142857142856,
1642,52,Male,Single,Graduate,Salaried,10058,7114,489,300,1,Semiurban,0.3511656441717791,
1643,36,Female,Single,Not Graduate,Salaried,10219,1648,154,180,0,Rural,0.7705844155844156,
1644,28,Male,Single,Graduate,Self-Employed,6386,4228,115,120,0,Rural,0.9229565217391305,
1645,58,Female,Single,Graduate,Self-Employed,13410,3654,492,180,1,Urban,0.3468292682926829,
1646,32,Female,Married,Not Graduate,Salaried,13301,2130,312,240,1,Urban,0.4945833333333333,
1647,44,Male,Single,Not Graduate,Self-Employed,5435,6200,98,240,1,Urban,1.1872448979591836,
1648,48,Female,Single,Not Graduate,Salaried,6119,4471,65,120,1,Rural,1.6292307692307693,
1649,28,Female,Single,Not Graduate,Salaried,6691,2396,194,360,1,Semiurban,0.4684020618556701,
1650,48,Male,Single,Graduate,Self-Employed,11845,4366,389,300,0,Semiurban,0.4167352185089974,
1651,56,Female,Married,Graduate,Salaried,8375,1506,299,300,1,Semiurban,0.3304682274247492,
1652,46,Male,Married,Graduate,Salaried,11600,2158,392,240,1,Semiurban,0.350969387755102,
1653,28,Male,Married,Not Graduate,Self-Employed,12704,2916,403,180,1,Urban,0.3875930521091811,
1654,48,Male,Single,Graduate,Salaried,9356,7030,124,180,1,Rural,1.321451612903226,
1655,48,Male,Married,Not Graduate,Salaried,6901,4171,339,360,1,Urban,0.3266076696165191,
1656,57,Female,Single,Graduate,Salaried,13920,3229,466,180,1,Semiurban,0.3680042918454935,
1657,61,Male,Married,Not Graduate,Salaried,4522,3603,331,300,0,Urban,0.2454682779456193,
1658,56,Male,Married,Graduate,Salaried,13175,6052,115,180,1,Semiurban,1.671913043478261,
1659,47,Female,Married,Graduate,Salaried,12412,1666,174,360,1,Rural,0.8090804597701149,
1660,37,Male,Married,Not Graduate,Salaried,7238,4424,368,300,1,Semiurban,0.3169021739130435,
1661,29,Male,Married,Graduate,Self-Employed,7484,6265,136,180,1,Urban,1.0109558823529412,
1662,53,Female,Single,Not Graduate,Self-Employed,3270,4136,90,300,0,Rural,0.8228888888888889,
1663,40,Female,Married,Graduate,Salaried,13805,5286,235,240,1,Semiurban,0.8123829787234043,
1664,33,Female,Single,Graduate,Salaried,11469,2969,403,240,1,Semiurban,0.3582630272952853,
1665,48,Female,Single,Not Graduate,Self-Employed,13904,2689,429,240,1,Rural,0.3867832167832168,
1666,49,Female,Single,Not Graduate,Self-Employed,10489,7190,384,180,0,Urban,0.460390625,
1667,33,Female,Single,Graduate,Self-Employed,4715,2326,315,360,1,Rural,0.2235238095238095,
1668,55,Female,Single,Graduate,Self-Employed,13480,2810,320,300,1,Urban,0.5090625,
1669,26,Male,Married,Graduate,Self-Employed,8194,2516,91,120,1,Semiurban,1.176923076923077,
1670,38,Female,Married,Graduate,Salaried,4476,3471,142,240,1,Semiurban,0.5596478873239437,
1671,25,Female,Married,Graduate,Self-Employed,5237,6152,234,240,1,Rural,0.4867094017094017,
1672,45,Female,Married,Graduate,Self-Employed,11403,12,264,120,1,Semiurban,0.4323863636363636,
1673,22,Male,Single,Not Graduate,Self-Employed,2252,5019,66,120,1,Rural,1.1016666666666666,
1674,30,Male,Married,Not Graduate,Salaried,12161,2970,493,180,1,Semiurban,0.3069168356997971,
1675,50,Female,Married,Not Graduate,Salaried,13661,5938,314,300,1,Semiurban,0.624171974522293,
1676,25,Female,Single,Graduate,Salaried,2892,7999,163,240,1,Urban,0.668159509202454,
1677,53,Female,Single,Graduate,Salaried,8289,7219,341,360,1,Rural,0.4547800586510264,
1678,21,Male,Married,Graduate,Salaried,12297,5328,341,180,1,Rural,0.5168621700879765,
1679,38,Male,Married,Not Graduate,Salaried,2177,3621,97,180,1,Semiurban,0.5977319587628867,
1680,52,Female,Single,Not Graduate,Self-Employed,1605,3683,356,360,1,Urban,0.1485393258426966,
1681,31,Male,Married,Graduate,Salaried,12979,7872,146,360,1,Urban,1.4281506849315069,
1682,41,Female,Married,Graduate,Salaried,6253,3473,424,360,1,Rural,0.2293867924528302,
1683,46,Male,Married,Not Graduate,Self-Employed,3446,5310,144,120,0,Rural,0.6080555555555556,
1684,45,Male,Married,Not Graduate,Salaried,7044,3122,375,240,0,Semiurban,0.2710933333333333,
1685,42,Female,Single,Not Graduate,Self-Employed,2595,3464,123,120,1,Rural,0.4926016260162602,
1686,47,Female,Single,Graduate,Self-Employed,14775,652,385,240,0,Semiurban,0.4007012987012987,
1687,33,Female,Single,Graduate,Salaried,8485,5799,117,120,1,Urban,1.2208547008547008,
1688,53,Female,Married,Graduate,Self-Employed,3282,7990,295,300,0,Rural,0.3821016949152542,
1689,54,Male,Married,Not Graduate,Self-Employed,6041,620,455,240,0,Urban,0.1463956043956044,
1690,61,Male,Married,Not Graduate,Self-Employed,4757,3790,126,180,0,Urban,0.6783333333333333,
1691,55,Male,Married,Graduate,Self-Employed,7713,6058,257,240,1,Semiurban,0.5358365758754864,
1692,21,Female,Married,Graduate,Salaried,11689,7467,421,240,1,Urban,0.4550118764845606,
1693,41,Male,Single,Not Graduate,Self-Employed,6369,1645,303,240,0,Semiurban,0.2644884488448845,
1694,26,Female,Married,Graduate,Salaried,3061,2243,270,300,1,Semiurban,0.1964444444444444,
1695,48,Male,Married,Not Graduate,Self-Employed,5506,4512,311,120,1,Urban,0.3221221864951769,
1696,37,Female,Single,Not Graduate,Self-Employed,11367,4759,459,180,1,Urban,0.3513289760348584,
1697,25,Female,Married,Graduate,Self-Employed,10814,3491,380,120,1,Semiurban,0.3764473684210526,
1698,51,Male,Single,Not Graduate,Salaried,5481,5874,393,120,0,Semiurban,0.2889312977099236,
1699,25,Female,Single,Graduate,Salaried,10993,3711,308,360,1,Urban,0.4774025974025974,
1700,58,Female,Single,Not Graduate,Salaried,7182,3688,357,300,0,Semiurban,0.3044817927170868,
1701,23,Male,Single,Not Graduate,Self-Employed,7282,7689,123,360,1,Semiurban,1.2171544715447151,
1702,43,Female,Single,Graduate,Self-Employed,2443,1379,174,300,0,Rural,0.2196551724137931,
1703,57,Female,Married,Not Graduate,Self-Employed,6050,4243,237,120,1,Rural,0.4343037974683544,
1704,57,Female,Single,Graduate,Self-Employed,14915,2045,303,120,1,Rural,0.5597359735973597,
1705,30,Male,Single,Graduate,Salaried,10637,3048,496,300,0,Rural,0.2759072580645161,
1706,30,Male,Married,Not Graduate,Self-Employed,2100,1388,370,120,1,Rural,0.0942702702702702,
1707,39,Female,Married,Graduate,Salaried,12392,6507,357,120,1,Semiurban,0.5293837535014005,
1708,37,Male,Single,Graduate,Self-Employed,14512,7819,284,180,1,Semiurban,0.7863028169014085,
1709,41,Female,Married,Graduate,Salaried,7876,5821,299,360,1,Rural,0.4580936454849498,
1710,34,Female,Married,Graduate,Salaried,11109,401,381,360,0,Urban,0.3020997375328084,
1711,29,Female,Single,Graduate,Self-Employed,3024,2653,447,360,1,Rural,0.1270022371364653,
1712,21,Female,Single,Graduate,Self-Employed,5266,5611,394,240,1,Urban,0.2760659898477157,
1713,33,Female,Married,Not Graduate,Salaried,1750,6127,121,180,1,Semiurban,0.65099173553719,
1714,24,Male,Single,Graduate,Self-Employed,11236,4324,284,360,1,Urban,0.547887323943662,
1715,21,Female,Single,Not Graduate,Self-Employed,1578,5694,373,360,1,Semiurban,0.1949597855227882,
1716,60,Male,Married,Not Graduate,Salaried,4623,3923,205,180,1,Urban,0.4168780487804878,
1717,52,Male,Single,Graduate,Salaried,10589,6680,443,120,1,Semiurban,0.3898194130925508,
1718,54,Female,Single,Not Graduate,Salaried,8564,267,164,360,1,Semiurban,0.5384756097560975,
1719,48,Female,Single,Not Graduate,Salaried,14568,5524,362,120,1,Rural,0.5550276243093922,
1720,51,Male,Single,Graduate,Self-Employed,9917,5912,277,360,1,Semiurban,0.5714440433212996,
1721,28,Male,Single,Graduate,Salaried,14862,5130,371,300,0,Rural,0.5388679245283019,
1722,59,Male,Married,Graduate,Salaried,2709,5439,395,240,1,Rural,0.2062784810126582,
1723,46,Female,Married,Not Graduate,Salaried,6653,7880,294,360,0,Rural,0.4943197278911564,
1724,54,Male,Single,Not Graduate,Self-Employed,6398,4221,355,300,1,Urban,0.2991267605633803,
1725,23,Female,Married,Graduate,Salaried,14529,6449,63,180,1,Urban,3.32984126984127,
1726,32,Female,Single,Graduate,Self-Employed,3678,1725,65,300,1,Semiurban,0.8312307692307692,
1727,21,Female,Single,Not Graduate,Salaried,12371,7678,487,180,1,Rural,0.4116837782340862,
1728,64,Male,Single,Not Graduate,Salaried,9110,1112,476,360,1,Rural,0.2147478991596638,
1729,25,Female,Single,Not Graduate,Self-Employed,12577,7522,91,180,1,Semiurban,2.2086813186813186,
1730,50,Female,Single,Not Graduate,Salaried,12498,2675,159,300,1,Rural,0.9542767295597484,
1731,50,Female,Married,Graduate,Salaried,10395,5471,327,240,1,Semiurban,0.4851987767584098,
1732,37,Female,Married,Not Graduate,Self-Employed,4044,4784,373,120,1,Rural,0.2366756032171581,
1733,43,Female,Single,Not Graduate,Salaried,7022,7181,68,120,1,Urban,2.0886764705882355,
1734,35,Male,Married,Not Graduate,Salaried,3870,1280,115,240,1,Semiurban,0.4478260869565217,
1735,57,Female,Single,Not Graduate,Salaried,4781,1232,216,120,0,Semiurban,0.2783796296296296,
1736,41,Female,Married,Graduate,Salaried,6210,4376,122,360,1,Urban,0.8677049180327869,
1737,34,Male,Single,Graduate,Self-Employed,1828,4538,452,360,0,Semiurban,0.1408407079646017,
1738,22,Female,Married,Not Graduate,Salaried,7079,1863,449,300,1,Urban,0.1991536748329621,
1739,31,Male,Single,Not Graduate,Self-Employed,5728,4932,359,300,1,Rural,0.2969359331476323,
1740,59,Female,Single,Graduate,Salaried,14622,4484,458,180,1,Urban,0.4171615720524017,
1741,58,Male,Married,Graduate,Self-Employed,8294,616,161,300,1,Urban,0.5534161490683229,
1742,54,Male,Married,Not Graduate,Salaried,1620,7650,323,360,1,Semiurban,0.2869969040247678,
1743,58,Female,Single,Not Graduate,Self-Employed,8249,146,456,300,1,Rural,0.1841008771929824,
1744,54,Female,Married,Graduate,Salaried,2464,7446,422,120,1,Urban,0.2348341232227488,
1745,38,Female,Single,Graduate,Self-Employed,5724,4616,134,180,1,Rural,0.7716417910447761,
1746,50,Male,Married,Graduate,Self-Employed,5175,4725,188,180,1,Urban,0.526595744680851,
1747,35,Male,Married,Graduate,Salaried,7194,3677,88,360,0,Semiurban,1.235340909090909,
1748,47,Male,Single,Graduate,Self-Employed,3576,6577,154,300,1,Urban,0.6592857142857143,
1749,54,Female,Married,Graduate,Salaried,8365,6287,373,120,1,Urban,0.3928150134048257,
1750,58,Male,Married,Not Graduate,Salaried,7143,288,330,300,0,Rural,0.2251818181818181,
1751,53,Male,Single,Graduate,Salaried,10024,1409,496,240,1,Urban,0.2305040322580645,
1752,44,Female,Married,Graduate,Salaried,13060,13,463,300,1,Semiurban,0.2823542116630669,
1753,35,Male,Single,Graduate,Salaried,6749,256,478,360,0,Semiurban,0.1465481171548117,
1754,50,Male,Single,Graduate,Self-Employed,2816,7513,172,300,0,Urban,0.6005232558139535,
1755,62,Female,Single,Not Graduate,Salaried,2696,1721,267,180,1,Urban,0.1654307116104869,
1756,37,Male,Single,Not Graduate,Salaried,4670,7512,426,120,1,Rural,0.285962441314554,
1757,25,Female,Single,Graduate,Salaried,11121,1423,110,360,1,Rural,1.1403636363636365,
1758,49,Female,Married,Not Graduate,Salaried,1855,5326,149,240,0,Semiurban,0.4819463087248322,
1759,24,Female,Single,Not Graduate,Salaried,13926,4953,356,120,0,Rural,0.530308988764045,
1760,30,Female,Single,Not Graduate,Salaried,11218,2990,403,120,1,Urban,0.3525558312655087,
1761,37,Female,Married,Not Graduate,Self-Employed,13589,1195,442,180,1,Semiurban,0.3344796380090498,
1762,30,Male,Married,Not Graduate,Self-Employed,14985,4559,253,180,1,Rural,0.7724901185770751,
1763,37,Male,Married,Not Graduate,Salaried,1528,4365,307,180,1,Semiurban,0.1919543973941368,
1764,40,Female,Single,Graduate,Self-Employed,14718,1244,54,360,0,Urban,2.955925925925926,
1765,44,Female,Single,Graduate,Salaried,2513,3223,495,300,1,Rural,0.1158787878787878,
1766,25,Male,Single,Graduate,Salaried,12394,6766,246,120,1,Urban,0.7788617886178861,
1767,54,Female,Married,Graduate,Salaried,10519,5302,229,300,1,Urban,0.6908733624454149,
1768,26,Female,Single,Graduate,Salaried,14138,3470,391,300,1,Semiurban,0.4503324808184143,
1769,22,Female,Married,Not Graduate,Salaried,3524,4167,182,180,1,Semiurban,0.4225824175824176,
1770,33,Male,Single,Graduate,Self-Employed,9990,7585,492,300,0,Semiurban,0.3572154471544715,
1771,63,Male,Married,Graduate,Self-Employed,7339,3969,373,120,1,Rural,0.3031635388739946,
1772,63,Female,Single,Not Graduate,Self-Employed,11557,1306,302,120,1,Rural,0.4259271523178808,
1773,31,Female,Single,Not Graduate,Self-Employed,13708,2121,314,240,1,Semiurban,0.504108280254777,
1774,43,Male,Single,Graduate,Salaried,7291,2402,142,360,1,Rural,0.6826056338028169,
1775,36,Male,Married,Not Graduate,Self-Employed,11803,5846,199,300,1,Rural,0.8868844221105527,
1776,51,Female,Married,Not Graduate,Salaried,2254,496,460,360,1,Semiurban,0.0597826086956521,
1777,31,Female,Single,Not Graduate,Self-Employed,10461,3399,187,360,0,Urban,0.7411764705882353,
1778,36,Male,Single,Not Graduate,Self-Employed,5235,5083,257,360,1,Rural,0.4014785992217898,
1779,28,Male,Single,Graduate,Self-Employed,2738,3606,174,360,1,Rural,0.3645977011494253,
1780,24,Male,Married,Not Graduate,Self-Employed,14621,6723,283,120,1,Urban,0.7542049469964665,
1781,60,Female,Single,Graduate,Salaried,11905,909,110,300,1,Urban,1.164909090909091,
1782,24,Male,Single,Graduate,Self-Employed,3406,7614,356,240,0,Urban,0.3095505617977528,
1783,45,Female,Single,Not Graduate,Self-Employed,8899,372,315,360,1,Semiurban,0.2943174603174603,
